,size,radius,mass,velocity dispersion,virial parameter
0,40.0,3.559336,7192.814739,3.827816,2.900229
1,13.0,2.032524,2306.266108,4.084778,5.881976
2,16.0,2.226519,2823.642297,3.179921,3.189401
3,151.0,6.922527,26896.762908,3.711039,1.417802
4,37.0,3.441314,8219.278075,3.905159,2.554042
5,13.0,2.032524,2460.85754,3.01937,3.01191
6,10.0,1.817945,989.137453,2.770218,5.641727
