,size,radius,mass,velocity dispersion,virial parameter
0,42.0,3.63589,7433.449837,3.701011,2.679915
1,20.0,2.516831,3735.916127,3.750027,3.789533
2,120.0,6.187247,22746.831177,3.578582,1.393345
3,42.0,3.63589,9288.510535,3.677226,2.117216
4,12.0,1.963605,2464.613483,2.871995,2.62865
