,size,radius,mass,velocity dispersion,virial parameter
0,469.0,12.217707,63874.462661,4.148375,1.316674
1,21.0,2.570962,4055.481996,3.245079,2.670323
2,125.0,6.319374,22797.83464,3.577401,1.418978
3,101.0,5.676531,19072.261509,3.582596,1.528046
4,10.0,1.817945,1757.616925,3.481239,5.013999
