,size,radius,mass,velocity dispersion,virial parameter
0,639.0,14.266331,71793.097347,4.396874,1.536659
1,9.0,1.659549,1044.130434,2.538397,4.096514
2,146.0,6.822341,20974.010942,3.932931,2.01254
3,120.0,6.187247,17383.81085,3.68031,1.92833
4,92.0,5.4031,13550.083936,3.70191,2.185812
