,size,radius,mass,velocity dispersion,virial parameter
0,487.0,12.452148,64446.775408,4.134858,1.32137
1,157.0,7.060401,26760.467337,3.752152,1.485787
2,100.0,5.65222,18187.037571,3.631069,1.639026
