,size,radius,mass,velocity dispersion,virial parameter
0,4220.0,10.024957,85062.03167220147,4.088100344883582,0.787861
1,1031.0,6.266702,35586.19352017317,2.0202459634827226,0.287492
2,181.0,3.506065,7929.81273384991,1.8281640317931698,0.591081
