,size,radius,mass,velocity dispersion,virial parameter
0,518.0,12.844094,65845.852395,4.238643,1.401808
1,11.0,1.892177,1888.01293,3.653066,5.34973
2,13.0,2.032524,2388.298642,2.869973,2.803901
3,151.0,6.922527,24806.405283,3.874035,1.675282
4,9.0,1.659549,1407.086087,3.416651,5.507196
5,43.0,3.710864,8531.059373,3.674043,2.348662
6,17.0,2.346957,2973.932862,3.192592,3.217517
7,10.0,1.74055,875.331553,2.9002,6.690055
