,size,radius,mass,velocity dispersion,virial parameter
0,414.0,11.473714,50437.650085,4.045286,1.489044
1,34.0,3.277347,4496.875961,3.186264,2.959613
2,25.0,2.82611,3279.948491,2.825873,2.752246
3,50.0,3.996723,7318.694968,3.926978,3.368584
4,31.0,3.148773,4280.344472,3.681545,3.988255
5,83.0,5.141924,11818.085218,3.804609,2.519176
