,size,radius,mass,velocity dispersion,virial parameter
0,676.0,14.666132,73337.247961,4.444339,1.58003
1,232.0,8.591272,30417.450639,3.683396,1.532821
2,10.0,1.817945,1183.268756,2.56508,4.043516
3,142.0,6.720661,19313.871163,3.694504,1.899831
4,10.0,1.817945,1410.940558,3.358846,5.814498
