,size,radius,mass,velocity dispersion,virial parameter
0,42.0,3.63589,7303.127742,3.815865,2.899664
1,14.0,2.099182,2557.221046,3.060833,3.076247
2,10.0,1.817945,1693.244262,3.436648,5.07214
3,115.0,6.052236,20860.184494,3.825317,1.698215
