,size,radius,mass,velocity dispersion,virial parameter
0,3945.0,9.802288,83125.06389415922,3.877021747817654,0.709009
1,918.0,6.028718,35837.06146968508,1.920798182151997,0.248265
2,293.0,4.120319,14276.886849448267,1.454656039433984,0.244274
3,44.0,2.187844,2448.732424050287,0.8530555555555557,0.26007
