,size,radius,mass,velocity dispersion,virial parameter
0,440.0,11.839925,51770.003852,4.06385,1.510797
1,31.0,3.148773,3992.699453,3.090543,3.013036
2,27.0,2.921937,3328.271929,2.780047,2.714041
3,54.0,4.132244,7388.223355,3.810441,3.248302
4,29.0,3.060057,3919.397902,3.85133,4.632245
