,size,radius,mass,velocity dispersion,virial parameter
0,589.0,13.69505,69126.356114,4.30736,1.470287
1,51.0,4.03103,7331.095924,3.506862,2.704859
2,164.0,7.214745,24278.811194,3.967338,1.870906
3,10.0,1.817945,1499.05229,3.277092,5.209561
4,128.0,6.384412,19624.226213,4.070442,2.156113
