,size,radius,mass,velocity dispersion,virial parameter
0,704.0,14.972774,74448.584306,4.516411,1.64094
1,11.0,1.892177,1199.928235,2.591999,4.237756
2,228.0,8.526917,29001.118922,3.633689,1.552862
3,137.0,6.596577,17944.823765,3.721304,2.036243
