,size,radius,mass,velocity dispersion,virial parameter
0,314.0,9.998696,41569.9809,4.007589,1.545218
1,35.0,3.36033,4970.063265,3.414282,3.152672
2,17.0,2.346957,2513.719614,2.838221,3.008435
3,11.0,1.892177,1588.458566,3.264848,5.078925
4,47.0,3.856443,7297.763025,3.881395,3.184439
5,25.0,2.82611,3632.757644,3.557702,3.93869
