,size,radius,mass,velocity dispersion,virial parameter
0,20.0,2.516831,3371.886198,3.198518,3.05449
1,12.0,1.963605,1893.499676,3.291853,4.495001
2,41.0,3.597816,6597.566983,4.102712,3.671616
3,55.0,4.198364,9746.04783,3.861355,2.569159
4,21.0,2.570962,3349.680242,3.284986,3.312984
