,id,ancestor,size,radius,mass,velocity dispersion,virial parameter
0,0,0,4.948412,1.255041,8400,3.98571,2.848119
1,1,1,1.089655,0.588938,1910,8.514265,26.81723
2,6,6,1.899053,0.777488,3438,9.973257,26.989196
3,7,2,1.095929,0.590631,2999,4.955843,5.805339
4,8,8,1.12521,0.598469,2597,12.74454,44.916425
5,9,2,1.73801,0.743791,3460,11.058705,31.54355
6,10,2,1.928333,0.783459,4643,3.833515,2.975947
7,11,2,1.135667,0.601244,6202,11.755575,16.076702
8,12,2,2.545316,0.900111,21943,12.551776,7.755203
