,id,ancestor,size,radius,mass,velocity dispersion,virial parameter
0,0,0,235.708398,8.661889,467294.71584,4.151215,0.383313
1,2,2,934.886016,17.250608,3934461.849095,12.15621,0.777493
2,4,4,133.644779,6.522304,362214.570478,3.769546,0.30704
