,id,ancestor,size,radius,mass,velocity dispersion,virial parameter
0,0,0,235.708398,8.661889,467295,4.151215,0.383313
1,3,2,109.592902,5.906311,299851,4.955843,0.580534
2,4,4,133.644779,6.522304,362215,3.769546,0.30704
3,5,2,113.56669,6.012437,620187,11.755575,1.60767
4,6,2,175.055838,7.464717,1614128,12.181123,0.823439
