,id,ancestor,size,radius,mass,velocity dispersion,virial parameter
0,2,0,112.060767,5.972441,2291523,15.341193,0.736084
1,3,0,42.739226,3.688403,415781,5.338136,0.303343
2,4,0,25.100031,2.826586,141895,7.254687,1.258092
3,5,5,38.885284,3.518177,259191,6.342221,0.655182
4,6,6,46.395529,3.842936,207748,6.678139,0.989964
