,size,radius,mass,velocity dispersion,virial parameter
0,173.0,3.457498,17608.39876997964,8.821002277314838,6.111361
1,1365.0,6.88167,147460.01732419487,9.238067722624407,1.593096
2,100.0,2.875987,12639.701480433341,3.6413558593750004,1.206803
