,size,radius,mass,velocity dispersion,virial parameter
0,575.0,5.159857,71471.53256579813,6.954365360469257,1.396624
1,96.0,2.839579,13840.749847832747,5.546301231236297,2.524417
2,103.0,2.911497,9883.989532200012,2.292747858905502,0.619379
