,size,radius,mass,v_dispersion,vir_param
0,349.0,4.366596,29140.96336074399,11.353173182397963,7.725625
1,100.0,2.875987,8412.16169656932,4.745137109374999,3.079193
2,62.0,2.458935,5037.600354621528,1.7104489999999999,0.57122
3,215.0,3.71911,18323.876755961042,4.673573624244044,1.77329
