,size,radius,mass,v_dispersion,vir_param
0,1155.0,6.50804,127110.21030058971,7.654867379082986,1.200066
1,523.0,4.998504,63731.124389953664,4.651128613945578,0.67868
2,394.0,4.546243,48490.12294342375,4.456842728529082,0.744928
3,247.0,3.890261,30923.211329048863,4.515546882971126,1.026065
4,157.0,3.346164,16890.754935891004,2.097384101788863,0.348589
