,size,radius,mass,velocity dispersion,virial parameter
0,40.0,3.559336,579.303743,2.330135,13.343963
1,12.0,1.963605,176.51103,2.277296,23.077104
2,140.0,6.679556,2077.156289,2.360671,7.168184
