,size,radius,mass,velocity dispersion,virial parameter
0,24.0,2.776957,363.263435,2.329017,16.586422
1,14.0,2.099182,196.427012,2.284162,22.302969
2,26.0,2.874423,461.183706,2.262153,12.757939
3,17.0,2.346957,302.565002,2.277795,16.098131
