,size,radius,mass,velocity dispersion,virial parameter
0,509.0,12.725613,6068.261444,2.425185,4.933603
1,188.0,7.73072,2833.757332,2.325423,5.900941
2,118.0,6.120114,1864.140171,2.297463,6.93167
