,size,radius,mass,velocity dispersion,virial parameter
0,45.0,3.784354,628.458546,2.336534,13.149805
1,13.0,2.032524,185.547048,2.27311,22.640321
2,118.0,6.120114,1707.06741,2.344658,7.883657
