,size,radius,mass,velocity dispersion,virial parameter
0,489.0,12.474246,5924.984336,2.411887,4.898928
1,22.0,2.675942,328.829598,2.337819,17.79048
2,133.0,6.51254,2118.723846,2.288696,6.440389
