,id,ancestor,size,radius,mass,velocity dispersion,virial parameter
0,2,0,43.397635,3.716705,438898.39813,2.621332,0.28213
1,3,0,6.935119,1.485771,58059.850724,2.729294,0.732275
2,5,0,24.731271,2.805746,141783.584915,5.166213,0.828409
3,7,0,3.440988,1.046566,14624.572776,27.752153,103.353884
4,8,0,3.759844,1.093982,18514.712035,30.199683,117.82021
